YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,QV2M
2020,6,7,25.08,27.81,23.61,4.98,17.64
2020,6,8,25.92,29.82,23.19,4.55,18.13
2020,6,9,26.42,30.34,24,0.41,18.55
2020,6,10,26.16,29.02,24.42,4.59,18.92
2020,6,11,25.12,28.42,21.76,1.87,17.27
2020,6,12,25.62,29.55,21.88,6.86,17.58
2020,6,13,26.3,30.58,23.78,0.9,18.19
2020,6,14,26.45,30.09,23.95,0.66,18.43
2020,6,15,26.73,30.69,24.38,1,18.62
2020,6,16,26.57,30.08,24.56,0.28,18.19
2020,6,17,26.27,30.17,24.17,0.81,17.82
2020,6,18,26.5,30.96,23.52,0.43,17.88
2020,6,19,26.55,31.05,23.58,0.32,17.94
2020,6,20,25.95,29.63,23.9,1.42,17.52
2020,6,21,25.19,27.62,23.58,0.69,17.15
2020,6,22,25.73,29.22,23.2,0.29,17.03
2020,6,23,26.23,30.88,23.3,0.15,16.66
2020,6,24,25.77,30.44,22.65,14.55,17.21
2020,6,25,24.22,27.27,22.3,30.01,16.91
2020,6,26,24.93,28.51,22.29,4.9,17.21
2020,6,27,25.44,29.7,23.08,2.75,17.64
2020,6,28,25.96,29.5,23.32,0.55,18.13
2020,6,29,26.12,29.69,23.87,0.76,18.37
2020,6,30,26.08,29.55,23.9,1.11,18.19
2020,7,1,26.01,29.48,23.79,0.16,18.07
2020,7,2,25.95,30.44,23.37,0.42,17.88
2020,7,3,24.83,27.87,22.47,1.49,17.09
2020,7,4,25.12,29.3,22.37,0.04,16.36
2020,7,5,25.47,29.2,23.48,0.03,16.6
2020,7,6,25.37,28.65,23.4,1.53,17.27
2020,7,7,26.08,30.75,22.76,0.54,17.33
2020,7,8,25.32,28.55,23.3,1.75,17.7
2020,7,9,25.03,28.19,22.73,14.74,17.94
2020,7,10,24.83,27.89,22.72,10.06,17.76
2020,7,11,24.95,28.43,22.69,2.06,17.52
2020,7,12,25.16,28.72,23.19,1.38,17.4
2020,7,13,25.64,29.88,22.62,0.2,17.21
2020,7,14,26.11,30.01,23.38,0.45,17.82
2020,7,15,26.15,29.6,23.87,3.35,18.43
2020,7,16,25.06,28.34,22.98,3.85,17.7
2020,7,17,24.52,27.3,22.76,1.68,17.4
2020,7,18,25.43,29.24,22.67,4.41,17.64
2020,7,19,25.25,28.25,23.14,8.38,18.25
2020,7,20,25.55,29.69,23.4,8,18.19
2020,7,21,25.42,29.01,22.88,0.65,17.46
2020,7,22,25.62,30.42,22.58,0.64,17.21
2020,7,23,25.26,29.33,22.4,4.69,17.64
2020,7,24,25.26,29.94,22.59,0.93,17.03
2020,7,25,24.53,27.88,21.65,0.28,16.42
2020,7,26,24.15,27.87,21.6,0.19,15.62
2020,7,27,23.95,26.63,22.31,6.78,16.3
2020,7,28,24.58,28.76,22.32,5.94,17.27
2020,7,29,24.18,27.4,22.45,11.37,17.09
2020,7,30,25.19,29.26,22.58,2.06,16.72
2020,7,31,25.67,29.95,23.09,1.12,17.27
2020,8,1,25.6,29.43,23.32,4.23,17.09
2020,8,2,25.04,28.15,23.37,5.84,17.58
2020,8,3,24.75,27.62,23.09,1.73,17.33
2020,8,4,25.07,28.27,22.87,2.47,17.76
2020,8,5,24.87,28.12,22.77,2.56,16.91
2020,8,6,25.07,28.16,23.44,20.28,17.33
2020,8,7,25.3,28.96,23.13,4.26,17.27
2020,8,8,24.79,28.22,22.79,6.74,17.21
2020,8,9,24.17,27.23,22.66,3.99,16.85
2020,8,10,25.26,29.24,22.89,1.66,17.58
2020,8,11,25.29,28.83,23.26,6.81,17.76
2020,8,12,25.43,29.9,22.96,0.68,17.21
2020,8,13,25.44,30.19,22.76,0,16.85
2020,8,14,25.35,30.17,22.28,0,17.09
2020,8,15,25.56,29.99,23.26,0,17.64
2020,8,16,25.86,31.05,22.64,0,17.21
2020,8,17,26.07,31.65,22.48,0.15,17.4
2020,8,18,25.99,31.52,22.48,0.11,17.09
2020,8,19,26.13,31.81,22.65,0,17.09
2020,8,20,25.51,29.15,23.21,0,17.58
2020,8,21,26.56,32.64,22.36,0,16.91
2020,8,22,26.55,32.34,22.16,0.9,17.15
2020,8,23,26.37,32.6,22.29,2.87,17.09
2020,8,24,26.59,32.81,22.21,0.72,16.85
2020,8,25,26.98,33.02,22.25,3.13,17.09
2020,8,26,26.26,31.55,22.99,3.69,17.15
2020,8,27,26.4,32.47,22.85,6.12,17.15
2020,8,28,25.73,30.94,22.57,1.12,17.03
2020,8,29,25.94,30.47,23.16,0.12,16.91
2020,8,30,26.01,30.65,23.08,0.13,16.91
2020,8,31,25.6,29.9,22.91,3.62,17.09
2020,9,1,25.48,30.96,21.83,8.14,16.6
2020,9,2,24.69,28.64,22.48,8.85,16.97
2020,9,3,24.89,28.5,22.33,2.73,17.46
2020,9,4,25.31,29.62,22.63,3.69,17.58
2020,9,5,25.67,30.46,23.01,4.87,17.03
2020,9,6,25.51,30.61,22.51,22.89,16.91
2020,9,7,24.78,28.93,21.93,3.16,16.36
2020,9,8,25.19,28.74,22.64,2.71,17.21
2020,9,9,24.95,28.12,23.25,11.17,17.46
2020,9,10,24.87,28.23,22.84,9.66,16.85
2020,9,11,25.31,29.26,22.94,10.08,17.27
2020,9,12,24.81,28.41,22.81,0.68,17.33
2020,9,13,25.03,29.08,22.93,3.51,17.21
2020,9,14,25.29,29.61,22.53,2.36,17.03
2020,9,15,25.44,29.8,22.33,0.75,16.97
2020,9,16,25.44,29.19,23.09,0.34,17.52
2020,9,17,25.32,28.48,23.33,1.33,18.19
2020,9,18,25.19,27.98,23.81,3.23,18.19
2020,9,19,24.47,27.1,23.01,10.47,16.72
2020,9,20,24.99,29.4,22.55,7.23,15.44
2020,9,21,25.09,29.17,22.12,4.12,16.11
2020,9,22,25.05,28.55,22.55,5.71,16.78
2020,9,23,25.33,29.86,22.8,2.08,17.03
2020,9,24,24.99,28.66,22.58,1.99,17.52
2020,9,25,23.83,25.91,22.16,4.08,17.27
2020,9,26,25.26,30.06,22.08,3.04,17.09
2020,9,27,25.46,30.33,22.01,0.84,17.15
2020,9,28,25.27,29.45,22.88,7.73,17.64
2020,9,29,25.11,28.89,22.96,8.65,17.58
2020,9,30,24.65,27.71,23.03,6.8,17.27
2020,10,1,25.15,29.5,22.73,1.08,16.85
2020,10,2,25.12,29.46,22.39,0.85,16.6
2020,10,3,25.48,30.08,22.85,1.14,17.09
2020,10,4,25.33,29.91,22.73,0.27,16.6
2020,10,5,25.4,31.36,21.57,0,16.3
2020,10,6,25.89,32.57,20.58,0.19,16.36
2020,10,7,25.61,31.25,21.94,0.02,15.99
2020,10,8,25.63,30.73,22.25,0.83,16.97
2020,10,9,25.49,29.74,22.93,1.53,16.97
2020,10,10,24.85,28.62,22.78,3.12,17.21
2020,10,11,25.42,29.32,23.32,6.07,17.33
2020,10,12,25.58,29.6,23.34,2.06,17.27
2020,10,13,25.58,28.85,23.69,2.92,17.76
2020,10,14,25.54,29.23,23.68,3.86,17.88
2020,10,15,25.55,29.27,23.51,4.91,17.82
2020,10,16,25.4,29.73,22.32,0.37,17.33
2020,10,17,25.57,31.21,21.73,0.04,16.3
2020,10,18,25.48,30.62,22.65,0.68,17.27
2020,10,19,25.78,31.28,23.14,1.59,17.33
2020,10,20,26.15,30.79,23.2,0.39,17.52
2020,10,21,26.08,30.44,23.6,1,17.82
2020,10,22,26,30.46,23.38,1.12,17.82
2020,10,23,25.77,31.05,23.08,0.1,17.15
2020,10,24,25.92,31.24,22.77,0.09,16.97
2020,10,25,25.42,29.73,22.53,2.69,17.21
2020,10,26,25.86,30.98,21.78,4.01,17.27
2020,10,27,26.51,32.33,22.64,4.12,16.85
2020,10,28,25.91,31.4,22.69,0.8,16.36
2020,10,29,26.01,31.99,21.56,0.7,16.3
2020,10,30,25.53,31.04,21.26,16.18,16.91
2020,10,31,25.89,30.86,22,7.25,17.27
2020,11,1,25.68,30.16,22.57,2.23,17.4
2020,11,2,25.93,31.33,22.02,3.31,17.27
2020,11,3,26.28,31.55,22.13,9.89,17.58
2020,11,4,26.52,31.18,23.26,17.89,17.7
2020,11,5,25.81,30.21,22.47,13,17.46
2020,11,6,25.48,29.95,22.55,10.15,17.88
2020,11,7,25.52,30.08,22.67,4.89,17.76
2020,11,8,25.15,29.6,22.19,16.78,17.88
2020,11,9,25.23,28.44,22.67,22.13,18.86
2020,11,10,25.05,27.19,23.62,24.86,19.1
2020,11,11,25.68,29.68,22.28,11.18,17.76
2020,11,12,25.09,28.31,23.05,17.76,18.07
2020,11,13,25.24,29.37,22.36,8.34,18.13
2020,11,14,25.03,28.4,22.04,18.13,18.86
2020,11,15,25.65,28.71,23.37,13.21,18.98
2020,11,16,24.98,28.97,22.48,10.44,18.01
2020,11,17,24.96,28.63,22.62,11.29,18.19
2020,11,18,24.36,27.58,22.07,17.16,17.46
2020,11,19,24.69,29.51,21.4,1.11,16.66
2020,11,20,24.32,28.42,21.47,6.48,17.27
2020,11,21,24.06,27.8,21.75,4.61,17.15
2020,11,22,23.37,26.23,21.35,7.51,17.15
2020,11,23,23.53,26.33,21.72,3.9,17.15
2020,11,24,23.83,28.32,20.5,5.68,17.27
2020,11,25,24.51,27.2,22.73,5.65,18.25
2020,11,26,24.18,27.49,21.41,0.45,17.27
2020,11,27,24.26,28.93,19.97,5.43,16.36
2020,11,28,24.37,28.35,21.65,4.36,17.52
2020,11,29,24.4,28.84,21.41,1.05,17.27
2020,11,30,24.2,28.15,20.72,1.27,17.27
2020,12,1,23.69,25.59,22.48,15.18,17.7
2020,12,2,24.06,25.02,22.82,30.8,18.68
2020,12,3,24.21,26.55,22.31,18.01,18.13
2020,12,4,24.27,27.84,21.8,14.92,17.7
2020,12,5,24.8,27.75,22.69,5.78,18.25
2020,12,6,25.08,29.05,21.87,0.2,17.4
2020,12,7,25.11,29.71,21.69,1.29,17.46
2020,12,8,24.76,28.83,22.08,3.79,17.58
2020,12,9,24.6,28.6,21.53,2.17,17.58
2020,12,10,23.8,28,20.9,0.45,16.48
2020,12,11,23.37,27.87,20.17,0.28,16.11
2020,12,12,23.33,27.93,19.63,0.15,15.99
2020,12,13,22.77,27.75,19.17,0.04,14.95
2020,12,14,22.5,27.5,18.5,0.06,14.53
2020,12,15,23.66,28.14,19.4,4.1,16.54
2020,12,16,23.9,28.66,20.27,0.72,16.11
2020,12,17,23.87,28.62,20.05,4.11,16.17
2020,12,18,23.48,27.2,21.13,11.39,16.91
2020,12,19,23.44,26.41,21.09,12.55,17.33
2020,12,20,23.54,25.57,22.26,28.53,17.52
2020,12,21,23.48,25.83,22.05,42.12,17.64
2020,12,22,23.9,26.58,22.32,28.62,17.94
2020,12,23,23.07,25.19,21.73,13.92,17.15
2020,12,24,23.81,27.83,21.44,3.19,17.33
2020,12,25,23.2,27.24,20.68,0.43,16.11
2020,12,26,22.98,27.39,19.52,2.02,16.11
2020,12,27,23.8,27.58,21.12,18.67,17.52
2020,12,28,23.99,28.27,21.3,20.64,17.7
2020,12,29,24.66,29.24,21.64,7.66,18.01
2020,12,30,24.26,28.73,20.3,5.57,17.58
2020,12,31,24.23,27.82,21.51,22.45,17.82
2021,1,1,22.84,26.86,20.41,6.52,15.75
2021,1,2,23.72,27.6,20.27,5.83,17.33
2021,1,3,24.08,26.73,22.04,4.85,18.13
2021,1,4,23.91,26.44,22.19,23.05,18.07
2021,1,5,23.44,26.32,21.35,9.65,17.27
2021,1,6,24.69,28.7,21.12,19.12,17.33
2021,1,7,24.24,26.89,22.08,10.43,17.7
2021,1,8,24.49,28.46,21.25,5.37,17.64
2021,1,9,23.58,26.33,21.81,15.07,17.52
2021,1,10,22.82,24.59,21.15,16.15,16.97
2021,1,11,23.33,24.68,21.7,30.86,17.76
2021,1,12,24.07,26.93,22.45,6.31,18.31
2021,1,13,23.88,27.63,21.6,12.52,17.52
2021,1,14,23.87,27.6,20.65,16.03,17.58
2021,1,15,23.03,25.75,20.52,14.66,16.72
2021,1,16,22.63,25.16,20.45,1.62,16.66
2021,1,17,23.76,28.21,20.07,1.89,17.27
2021,1,18,23.16,26.92,20.77,2.29,16.78
2021,1,19,23.3,27.4,20.16,2.46,16.97
2021,1,20,24.59,28.47,21.73,1.57,18.49
2021,1,21,24.87,29.09,21.9,0.43,18.13
2021,1,22,23.94,28.15,20.79,0.11,17.03
2021,1,23,22.94,27.53,19.4,0,15.81
2021,1,24,22.05,26.96,17.98,0,14.89
2021,1,25,21.81,27.09,17.8,0,14.34
2021,1,26,21.16,26.4,16.58,0,13.55
2021,1,27,21.21,25.5,17.69,0.01,14.28
2021,1,28,22.59,27.38,18.69,1.63,15.44
2021,1,29,23.14,25.93,20.42,19.72,17.52
2021,1,30,23.69,27.15,21.15,4.86,17.33
2021,1,31,23.56,27.41,20.84,10.62,16.91
2021,2,1,23.66,27.06,21.6,5.54,17.15
2021,2,2,24.01,27.93,21.87,6.97,17.58
2021,2,3,23.11,26.94,20.54,1.65,16.36
2021,2,4,22.69,26.83,20.2,0.18,15.56
2021,2,5,22.8,26.78,19.48,0.06,15.87
2021,2,6,23.37,27.81,19.65,7.18,16.66
2021,2,7,23.97,28.15,21.15,3.42,17.27
2021,2,8,23.24,27.01,20.55,4.77,16.48
2021,2,9,21.71,26.32,17.54,0.14,14.4
2021,2,10,20.91,26.6,16.63,0,13.37
2021,2,11,20.96,26.68,15.94,0,13.37
2021,2,12,22.59,28.37,17.77,0.01,15.2
2021,2,13,23.86,29.29,19.33,1.54,16.66
2021,2,14,23.9,28.87,19.9,1,16.6
2021,2,15,23.76,29,19.9,0.26,16.42
2021,2,16,22.94,27.12,19.69,0,15.81
2021,2,17,23,28.49,18.72,0,15.56
2021,2,18,23.04,28.37,18.33,1.07,15.56
2021,2,19,24.53,29.47,20.86,2.78,17.46
2021,2,20,24.44,29,21.03,3.02,17.21
2021,2,21,24.49,28.99,21.57,11.21,17.03
2021,2,22,24.3,28.55,21.44,1.89,17.4
2021,2,23,23.62,28.06,20.35,0.1,16.24
2021,2,24,23.93,29.34,19.48,5.69,16.54
2021,2,25,24.31,29.77,20.09,2.03,16.72
2021,2,26,24.55,30.69,19.36,0,16.3
2021,2,27,24.64,30.83,19.4,0,15.99
2021,2,28,23.31,29.57,18.33,0,14.53
2021,3,1,22.41,28.65,17.42,0,14.34
2021,3,2,22.29,28.52,17.13,0.01,13.79
2021,3,3,22.33,28.55,16.98,0,13.98
2021,3,4,23.07,29.41,17.58,0,14.47
2021,3,5,23.96,29.32,18.81,0.01,15.81
2021,3,6,24.31,27.76,21.38,6.74,17.27
2021,3,7,24.58,28.38,21.84,8.02,17.76
2021,3,8,24.87,28.56,22.56,9.58,18.07
2021,3,9,24.61,30.12,20.01,0.22,16.36
2021,3,10,24.26,28.56,20.66,10.08,17.03
2021,3,11,24.29,28.93,20.39,4.7,16.6
2021,3,12,24.24,29.12,20.73,1,16.42
2021,3,13,24.76,30.19,20.19,0.53,16.91
2021,3,14,24.36,28.31,21.47,1.18,17.15
2021,3,15,24.47,30.12,20.23,0.01,16.3
2021,3,16,24.55,30.1,20.46,0.03,16.6
2021,3,17,24.85,30.51,20.55,0.03,16.6
2021,3,18,24.98,29.59,20.8,1.58,16.91
2021,3,19,24.23,28.44,20.89,2.7,16.11
2021,3,20,24.6,29.98,19.44,10.13,14.71
2021,3,21,25.5,30.79,21.01,5.95,16.05
2021,3,22,25.93,31.49,21.38,0.6,17.03
2021,3,23,25.52,30.25,21.87,0.55,17.58
2021,3,24,24.82,28.4,22.23,3.3,17.58
2021,3,25,24.53,29.57,20.62,2.11,15.75
2021,3,26,24.56,29.99,20.16,4.58,15.62
2021,3,27,25.21,30.98,20.17,3.66,16.24
2021,3,28,25.41,30.69,21.68,19.68,16.54
2021,3,29,25.59,31.17,20.96,4.39,15.99
2021,3,30,25.56,30.76,21.67,5.32,17.27
2021,3,31,26.19,32.13,21.05,0.02,17.4
2021,4,1,26.38,32.15,22.08,0,18.13
2021,4,2,26.97,32.34,23.58,0,18.43
2021,4,3,26.15,31.69,22.33,0,17.64
2021,4,4,26.12,32.06,21.76,0.01,17.09
2021,4,5,27.02,32.79,21.78,0.01,16.85
2021,4,6,26.19,31.9,21.8,0.01,16.17
2021,4,7,25.69,32.13,20.34,1.28,15.99
2021,4,8,26.1,31.5,20.73,2.19,16.48
2021,4,9,26.37,31.71,22.08,1.92,17.27
2021,4,10,26.08,29.7,23.62,5.57,17.58
2021,4,11,26.1,31.29,23.11,13.17,17.88
2021,4,12,26.35,31.3,22.63,12.11,17.58
2021,4,13,26.07,30.75,22.59,3.36,17.58
2021,4,14,26.15,30.75,22.83,13.75,17.88
2021,4,15,24.62,26.87,23.01,40.71,18.07
2021,4,16,25.34,29.44,22.23,19.19,17.88
2021,4,17,25.83,29.94,22.12,1.83,18.25
2021,4,18,25.53,28.76,23.51,1.54,18.86
2021,4,19,25.71,29.76,23.05,0.48,18.43
2021,4,20,26.12,30.99,22.4,0.4,18.19
2021,4,21,26.39,30.67,23.08,0.71,18.55
2021,4,22,26.11,29.62,23.77,2.35,18.8
2021,4,23,25.67,29.15,23.33,2.84,18.68
2021,4,24,26.28,31.15,22.42,3.12,17.82
2021,4,25,26.8,31.93,21.91,0.96,16.78
2021,4,26,26.28,29.71,23.34,1.38,18.62
2021,4,27,26.59,30.37,23.82,0.58,18.98
2021,4,28,26.29,30.14,23.19,3.43,18.98
2021,4,29,26.02,29.72,23.27,3.71,18.37
2021,4,30,26.72,31.05,22.98,6.17,18.62
2021,5,1,26.49,29.92,23.89,9.77,19.1
2021,5,2,26.3,30.62,23.1,5.41,18.19
2021,5,3,26.57,31,23.19,22.54,18.74
2021,5,4,26.05,29.19,23.9,22.31,18.86
2021,5,5,26.73,31.46,22.55,0.52,18.31
2021,5,6,26.83,31.67,23.08,9.87,18.55
2021,5,7,26,29.76,23.49,15.61,18.31
2021,5,8,26.05,30.32,22.47,3.73,18.19
2021,5,9,26.98,31.8,22.67,3.75,18.55
2021,5,10,26.15,29.19,24.32,8.93,19.47
2021,5,11,25.63,27.97,23.77,14.34,19.47
2021,5,12,25.9,28.98,23.59,5.69,19.47
2021,5,13,25.83,28.41,24.08,8.96,19.59
2021,5,14,25.39,28.43,23.73,18.45,18.68
2021,5,15,25.25,28.02,23.4,4.23,18.55
2021,5,16,25.68,29.26,23.41,1.99,18.74
2021,5,17,25.97,30.19,22.43,1.42,18.31
2021,5,18,26.27,30.4,23.37,0.28,18.55
2021,5,19,25.87,29.23,23.2,5.2,18.8
2021,5,20,25.48,28.55,23.57,7.77,18.31
2021,5,21,25.76,29.8,22.85,9.23,17.88
2021,5,22,25.81,28.55,23.97,12.74,19.35
2021,5,23,25.91,28.27,24.2,5.71,19.47
2021,5,24,25.96,27.98,24.8,11.98,19.78
2021,5,25,25.1,26.47,23.62,30.03,18.49
2021,5,26,24.98,27.23,23.59,13.76,17.7
2021,5,27,25.42,28.35,23.83,8.34,18.13
2021,5,28,25.74,29.32,23.69,2.9,18.49
2021,5,29,25.91,28.7,24.01,0.68,19.1
2021,5,30,25.97,29.31,24.26,0.22,19.04
2021,5,31,25.85,28.5,24.26,0.16,19.1
2021,6,1,25.97,29.73,23.4,0.13,18.68
2021,6,2,26.12,29.83,23.35,3.4,18.98
2021,6,3,25.95,29.33,23.99,7.81,19.41
2021,6,4,25.07,26.66,24.03,51.02,19.17
2021,6,5,24.58,26.18,23.2,5.81,18.43
2021,6,6,25.37,29.06,22.88,1.78,18.37
2021,6,7,25.3,28.37,23.11,0.81,18.55
2021,6,8,25.78,28.76,23.46,6.94,19.04
2021,6,9,25.13,28.76,22.6,2.84,17.76
2021,6,10,25.43,29.28,23.36,1.15,18.37
2021,6,11,25.34,29.51,22.82,0.39,17.82
2021,6,12,25.63,29.38,22.68,1.16,18.13
2021,6,13,25.32,28.22,23.37,7.16,18.43
2021,6,14,25.09,28.14,22.73,9.92,17.88
2021,6,15,25.28,28.37,23.27,0.46,18.01
2021,6,16,25.39,29.08,23.16,0.95,18.19
2021,6,17,25.43,28.51,23.53,1.21,18.37
2021,6,18,25.23,27.96,23.46,0.19,18.62
2021,6,19,25.28,28.62,23.27,0.12,18.19
2021,6,20,24.9,28.32,22.49,0.01,17.94
2021,6,21,25.33,29.19,22.37,0.03,18.43
2021,6,22,25.32,28.68,22.98,0.85,18.55
2021,6,23,25.4,29.83,22.79,2.86,17.52
2021,6,24,24.72,27.61,22.74,14.15,17.94
2021,6,25,25.22,28.96,23.04,0.67,17.88
2021,6,26,24.75,27.65,22.73,0.38,17.4
2021,6,27,25.06,28.71,22.52,1.02,17.64
2021,6,28,24.84,28.56,22.08,0.29,17.09
2021,6,29,25.3,29.8,21.7,0.46,17.7
2021,6,30,25.55,29.14,22.9,1.85,18.43
2021,7,1,25.4,29.01,22.87,5.69,18.19
2021,7,2,25.33,29.02,22.44,0.71,17.64
2021,7,3,25.34,28.69,23.48,1.35,18.68
2021,7,4,25.29,28.31,23.51,4.5,18.49
2021,7,5,25.48,29.18,23.25,6.64,18.43
2021,7,6,25.58,29.05,22.9,3.68,18.37
2021,7,7,25.19,28.41,23.15,1.66,18.07
2021,7,8,25.59,28.41,23.64,2.92,18.92
2021,7,9,25.33,28.49,23.73,12.65,18.37
2021,7,10,24.02,26.19,22.91,16.36,17.4
2021,7,11,25.04,28.23,22.87,1.49,17.52
2021,7,12,24.86,28.42,22.37,24.43,17.27
2021,7,13,24.9,28.21,23.07,19.78,17.82
2021,7,14,24.87,27.97,23.15,0.11,18.01
2021,7,15,25.08,29.25,22.53,0.9,17.64
2021,7,16,24.81,28.09,22.48,1.4,17.88
2021,7,17,25.62,29.3,23.01,1.64,18.37
2021,7,18,24.91,27.32,23.65,11.06,18.43
2021,7,19,25.19,28.4,23.39,2.73,18.13
2021,7,20,25.32,28.85,23.43,0,18.19
2021,7,21,25.38,28.41,23.74,0.09,18.25
2021,7,22,25.22,27.23,23.98,0.91,18.49
2021,7,23,25.04,27.68,23.69,3.15,17.52
2021,7,24,24.84,27.98,22.65,2.49,17.03
2021,7,25,24.61,27.76,22.67,11.02,17.82
2021,7,26,24.94,28.35,22.62,7.28,17.64
2021,7,27,25.28,28.49,23.4,7.22,18.31
2021,7,28,25.23,28.48,23.43,0.9,18.13
2021,7,29,25.25,29.35,22.62,0.07,17.64
2021,7,30,25.44,29.03,23.19,0,18.13
2021,7,31,25.02,28.57,23.04,0.01,17.88
2021,8,1,25.11,28.8,23.02,0.01,17.88
2021,8,2,25.31,28.84,23.07,0,17.82
2021,8,3,24.76,28.52,22.84,0.05,16.54
2021,8,4,25.51,29.3,23.08,0.2,17.94
2021,8,5,25.4,28.48,23.28,0.69,17.82
2021,8,6,25.51,28.73,23.58,1.49,18.01
2021,8,7,25.41,28.59,23.34,7.71,18.25
2021,8,8,24.73,28.12,22.89,9.22,17.58
2021,8,9,24.18,27,22.29,16.89,17.27
2021,8,10,24.51,27.65,22.71,0.92,17.15
2021,8,11,24.98,28,23.21,2.63,17.64
2021,8,12,24.75,28.08,23,8.12,17.7
2021,8,13,24.64,27.94,22.88,1.58,17.64
2021,8,14,24.89,28.41,22.79,0.73,17.4
2021,8,15,24.59,27.51,23.02,0.56,17.52
2021,8,16,24.74,28.44,22.73,0.1,16.91
2021,8,17,24.97,28.88,22.58,0.62,17.15
2021,8,18,24.51,28.1,22.16,2.54,16.05
2021,8,19,24.93,29.62,21.83,0.61,16.91
2021,8,20,25.44,29.97,23.05,0.98,17.7
2021,8,21,24.82,28.02,22.76,6.01,17.82
2021,8,22,24.48,27.58,22.17,2.52,17.46
2021,8,23,24.48,29.37,21.38,2.93,17.03
2021,8,24,24.67,29.99,20.62,0.75,16.6
2021,8,25,25.33,29.87,22.18,7.8,17.52
2021,8,26,25.04,28.11,23.05,10.03,17.76
2021,8,27,25.41,28.55,23.67,4.25,18.13
2021,8,28,24.99,27.86,23.37,4.78,17.94
2021,8,29,24.51,27.24,22.86,8.54,17.09
2021,8,30,25.11,29.12,22.87,2.13,17.27
2021,8,31,25.57,29.63,23.02,0.19,18.01
2021,9,1,25.5,29.29,23.18,1.76,17.94
2021,9,2,24.9,28.11,23.16,4.4,17.82
2021,9,3,24.88,28.43,22.46,2.93,17.46
2021,9,4,25.05,28.93,22.76,3.78,17.58
2021,9,5,25.38,28.53,23.26,8.83,18.19
2021,9,6,25.15,27.89,23.4,4.63,18.01
2021,9,7,25.26,29.3,23.01,1.81,17.88
2021,9,8,25.19,28.85,23.03,0.7,17.33
2021,9,9,25.62,30.2,23.09,0.24,17.4
2021,9,10,25.79,30.26,23.07,0.62,17.64
2021,9,11,25.19,28.7,23.09,0.39,17.27
2021,9,12,25.25,28.48,22.96,0.77,16.97
2021,9,13,25.36,29.23,23.16,3.92,17.64
2021,9,14,25.68,29.4,23.4,2.44,18.25
2021,9,15,26.2,29.9,23.79,2.73,18.68
2021,9,16,25.73,29.48,23.31,4.56,17.94
2021,9,17,25.83,30.68,22.88,3.24,17.58
2021,9,18,25.44,29.52,23.12,4.65,17.7
2021,9,19,25.76,29.95,22.96,1.27,18.25
2021,9,20,25.92,30.12,23.33,2.7,18.37
2021,9,21,25.69,29.65,23.48,1.92,18.01
2021,9,22,26.12,30.45,23.23,1.4,18.07
2021,9,23,25.76,30.59,23.09,3.07,17.88
2021,9,24,26.36,31,23.36,21.74,18.31
2021,9,25,25.09,28.89,23.25,7.03,17.46
2021,9,26,25.08,28.26,23.1,10.63,17.82
2021,9,27,24.15,26.38,22.76,7.83,17.09
2021,9,28,24.65,28,22.86,5.86,17.21
2021,9,29,25.39,30.13,22.76,0.96,17.46
2021,9,30,25.43,29.99,22.84,13.52,17.46
2021,10,1,23.84,26.58,21.87,38.38,17.09
2021,10,2,24.65,28.94,21.37,7.56,17.46
2021,10,3,25.15,29.72,21.63,0.73,17.64
2021,10,4,24.96,28.45,22.66,5.85,18.31
2021,10,5,24.82,28.82,22.5,20.38,18.07
2021,10,6,24.92,28.65,22.3,6.94,17.58
2021,10,7,25.17,28.94,22.78,0.11,17.76
2021,10,8,25.34,29.46,22.82,0.48,17.7
2021,10,9,25.25,29.45,22.62,1.39,17.52
2021,10,10,25.37,28.69,23.29,15.65,18.49
2021,10,11,24.52,27.83,22.44,16.34,17.4
2021,10,12,24.88,28.9,22.2,3.08,17.33
2021,10,13,25.4,29.52,22.8,0.43,17.82
2021,10,14,25.78,29.56,23.49,0.13,18.43
2021,10,15,25.65,29.15,23.67,0.72,18.43
2021,10,16,25.56,29.43,22.73,6.2,18.01
2021,10,17,25.13,28.55,23.22,1.49,17.76
2021,10,18,25.55,29.65,23.33,0.48,17.82
2021,10,19,25.55,29.69,22.08,4.69,17.82
2021,10,20,25.37,28.97,23.02,12.05,18.37
2021,10,21,25.43,29.2,22.68,24.43,18.43
2021,10,22,25.67,29.55,22.51,7.07,17.82
2021,10,23,25.18,29.98,21.82,7.8,16.97
2021,10,24,24.26,28.08,21.38,6.31,16.91
2021,10,25,24.97,29.53,21.87,4.95,17.27
2021,10,26,24.3,27.69,21.59,22.83,16.91
2021,10,27,24.83,28.87,22.08,10.91,17.21
2021,10,28,24.11,27.59,22,6.99,17.4
2021,10,29,23.99,26.3,22.01,40.18,17.7
2021,10,30,24.73,28.72,21.69,28.9,17.33
2021,10,31,24.98,28.26,22.43,24.53,19.04
2021,11,1,24.68,28.15,22.09,15.55,18.31
2021,11,2,25.2,29.51,21.3,17,17.64
2021,11,3,24.94,28.86,22.42,17.58,17.64
2021,11,4,24.21,27.66,21.63,17.25,17.52
2021,11,5,23.96,26.56,22.04,5.27,17.7
2021,11,6,24.3,27.55,21.73,15.33,17.76
2021,11,7,23.9,26.37,22.27,25.2,17.46
2021,11,8,23.43,25.38,22.25,36.95,17.4
