YEAR,MO,DY,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,QV2M
2020,6,2,26.01,31.46,22.5,0.05,16.48
2020,6,3,25.98,32.04,21.77,0.01,15.44
2020,6,4,26.32,32.72,21.45,0.01,16.24
2020,6,5,26.16,31.44,22.53,1.57,17.21
2020,6,6,25.64,30.66,22.78,6.57,16.3
2020,6,7,25.26,29.73,22.43,4.33,16.66
2020,6,8,26.13,31.88,22.28,3.69,16.78
2020,6,9,26.39,32.15,22.48,2.71,16.97
2020,6,10,26.13,30.77,23.28,2.93,17.27
2020,6,11,25.01,29.83,20.65,2.62,15.69
2020,6,12,25.68,31.39,20.6,4.28,16.3
2020,6,13,26.55,32.47,22.8,1.37,16.85
2020,6,14,26.81,32.73,22.92,0.85,16.48
2020,6,15,26.43,31.38,23.19,0.61,16.48
2020,6,16,26.26,30.6,23.51,0.6,17.15
2020,6,17,26.44,31.53,23.39,1.9,17.27
2020,6,18,26.32,31.44,22.91,1.17,17.03
2020,6,19,26.78,32.37,22.6,0.49,16.48
2020,6,20,25.26,29.37,22.57,3.44,15.75
2020,6,21,25.26,29.59,22.59,1.12,15.93
2020,6,22,26.07,32.21,22.36,1.31,16.05
2020,6,23,26.3,31.31,22.58,1.7,15.93
2020,6,24,25.7,30.3,22.09,15.42,16.36
2020,6,25,24.47,28.01,21.94,28.05,16.36
2020,6,26,24.95,29.44,21.88,8.7,16.54
2020,6,27,25.03,29.3,22.19,2.07,16.72
2020,6,28,26.11,31.93,21.87,1.54,17.33
2020,6,29,26.01,31.06,22.76,7.21,17.76
2020,6,30,25.51,29.53,22.77,6.14,17.7
2020,7,1,25.62,29.89,23.01,1.91,17.64
2020,7,2,25.75,30.39,22.66,1.32,17.52
2020,7,3,25.04,29.28,22.33,2.4,16.54
2020,7,4,24.82,29.19,21.53,0.36,15.87
2020,7,5,25.19,30.46,22.4,1.11,15.44
2020,7,6,24.88,29.25,22.15,1.65,16.3
2020,7,7,26.37,32,21.76,1.81,16.72
2020,7,8,25.65,29.55,22.53,1.44,16.91
2020,7,9,25.36,28.78,22.35,5.4,17.09
2020,7,10,25.3,29.86,22.27,5.8,16.78
2020,7,11,24.63,28.58,22.11,4.02,16.91
2020,7,12,24.99,29.35,22.44,2.27,16.6
2020,7,13,25.19,29.96,21.88,1.38,16.85
2020,7,14,25.72,30.52,22.14,4.14,17.64
2020,7,15,25.84,30.04,23.08,8.78,18.37
2020,7,16,24.87,28.37,22.44,6.88,17.52
2020,7,17,24.19,28.15,21.91,6.13,17.09
2020,7,18,25.01,29.33,21.63,5.72,17.4
2020,7,19,24.6,27.06,23.07,12.93,18.07
2020,7,20,24.22,27.43,21.8,10.48,17.46
2020,7,21,24.28,28.06,21.3,1.79,17.09
2020,7,22,24.86,29.25,22.13,1.58,17.33
2020,7,23,24.7,28.37,22.26,7.62,17.7
2020,7,24,25.19,29.74,22.48,2.44,16.91
2020,7,25,23.86,27.71,20.85,1.81,15.81
2020,7,26,23.95,28.95,20.69,0.34,14.77
2020,7,27,23.33,26.24,21.05,5.94,15.44
2020,7,28,24.48,29.27,21.51,2.99,16.42
2020,7,29,24.19,28.61,21.59,6.29,16.3
2020,7,30,24.96,30.33,21.2,1.46,15.99
2020,7,31,25.34,30.69,21.76,3.72,16.6
2020,8,1,25.17,30.27,22.12,7.16,16.36
2020,8,2,25,29.65,22.14,4.92,16.36
2020,8,3,24.29,27.77,21.8,1.02,15.87
2020,8,4,24.4,28.58,21.43,2.73,16.48
2020,8,5,23.9,27.76,21.48,4.01,15.2
2020,8,6,24.35,27.94,21.87,18.09,16.24
2020,8,7,25.19,30.23,22.24,4.05,16.11
2020,8,8,24.38,28.36,21.9,3.54,16.05
2020,8,9,24.73,29.83,21.6,2.44,16.05
2020,8,10,25.22,30.57,21.54,1.16,16.11
2020,8,11,25.51,31.11,21.94,7.53,16.91
2020,8,12,25.41,31.26,22.08,1.05,15.69
2020,8,13,25.37,31.58,21.65,0.28,15.93
2020,8,14,25.18,31.64,20.9,0.09,16.05
2020,8,15,25.48,30.85,21.71,0.09,16.36
2020,8,16,25.62,31.51,21.17,0.07,15.75
2020,8,17,26.24,33.15,21,0.93,16.42
2020,8,18,26.28,33.41,21.34,0.55,15.93
2020,8,19,26.15,32.83,21.13,0.94,16.24
2020,8,20,26.44,32.65,21.94,1.05,16.85
2020,8,21,27.04,34.36,21.28,0.36,16.24
2020,8,22,27.08,33.95,22.24,1.25,16.66
2020,8,23,26.4,32.88,21.59,3.4,16.42
2020,8,24,26.67,33.32,21.46,1.06,16.05
2020,8,25,27.33,33.98,21.86,5.65,16.42
2020,8,26,25.6,29.95,22.26,6.31,16.85
2020,8,27,26.23,33.12,21.15,4.43,16.24
2020,8,28,26.17,32.65,21.83,3.15,16.17
2020,8,29,26.28,32.31,22.58,0.49,15.69
2020,8,30,25.9,30.82,22.3,0.81,15.99
2020,8,31,25.4,29.69,22.44,4.06,16.36
2020,9,1,25.9,32.27,21.63,9.49,15.87
2020,9,2,24.97,30.31,22.2,19.08,16.42
2020,9,3,25.01,29.03,21.84,2.44,17.03
2020,9,4,25.13,29.98,22.19,7.77,17.03
2020,9,5,25.44,30.56,22.43,2.42,16.6
2020,9,6,25.49,31.53,21.55,23.68,16.6
2020,9,7,24.3,28.94,21.27,3.18,15.75
2020,9,8,24.66,28.83,21.72,8.82,16.85
2020,9,9,24.66,28.75,22.37,8.9,16.91
2020,9,10,24.41,28.51,21.89,4.29,16.24
2020,9,11,24.74,30.28,21.55,1.74,16.24
2020,9,12,24.71,30.71,21.3,2.56,16.17
2020,9,13,24.5,29.43,21.42,3.55,15.93
2020,9,14,24.55,29.43,21.22,1.08,15.44
2020,9,15,24.87,30.84,20.76,0.52,15.08
2020,9,16,25.27,31.51,21.51,0.51,15.99
2020,9,17,25.47,29.97,22.3,1.82,17.27
2020,9,18,25.47,30.04,22.76,9.74,17.21
2020,9,19,24.21,28.23,21.87,12.85,15.5
2020,9,20,24.41,29.57,21.19,6.62,14.34
2020,9,21,24.47,29.7,20.9,2.03,14.83
2020,9,22,24.14,29.45,21,2.72,15.38
2020,9,23,25.36,31.59,21.16,0.78,15.75
2020,9,24,25.11,29.55,21.77,4.66,16.85
2020,9,25,23.76,26.53,21.44,9.81,16.85
2020,9,26,25.08,30.66,20.65,5.08,16.54
2020,9,27,24.73,29.75,21.16,2.91,16.42
2020,9,28,25.18,30.31,21.93,8.39,17.21
2020,9,29,24.98,29.47,22.12,13.27,17.21
2020,9,30,24.48,28.55,21.92,10.43,16.42
2020,10,1,24.5,29.64,21.37,0.58,15.75
2020,10,2,24.25,29.32,20.93,0.27,15.38
2020,10,3,24.98,30.81,21.02,0.38,15.75
2020,10,4,24.69,30.07,20.99,0.11,15.38
2020,10,5,25.16,32.62,19.97,0.21,14.89
2020,10,6,25.64,32.99,19.11,0.31,14.89
2020,10,7,26.23,32.53,21.08,0.36,15.44
2020,10,8,26.43,32.55,22.06,1.75,16.36
2020,10,9,25.65,31.16,22.58,4.55,16.48
2020,10,10,24.75,29.27,22.06,8.09,16.48
2020,10,11,25.33,30.55,22.23,3.38,16.54
2020,10,12,24.52,28.8,21.76,2.8,15.56
2020,10,13,24.98,29.27,22.52,4.29,16.11
2020,10,14,24.97,29.99,22.3,4.95,16.17
2020,10,15,25.3,30.87,22.11,4.47,16.3
2020,10,16,25.1,30.8,21.35,1.78,16.72
2020,10,17,25.48,32.19,20.14,0.02,14.89
2020,10,18,25.86,32.11,21.59,0.1,15.99
2020,10,19,25.89,32.65,21.98,0.45,15.99
2020,10,20,26,32.13,21.83,0.47,16.17
2020,10,21,26.23,32.26,22.37,0.72,16.6
2020,10,22,26.28,32.51,22.29,1.18,16.54
2020,10,23,25.75,31.06,21.95,0.23,15.93
2020,10,24,26.05,32.74,21.47,0.68,15.75
2020,10,25,25.63,31.4,21.47,2.05,16.11
2020,10,26,26.51,32.36,21.66,2.6,16.36
2020,10,27,26.35,32.19,22.15,6.45,17.09
2020,10,28,25.17,29.58,22.33,9.83,17.03
2020,10,29,26.02,32.18,20.84,2.58,15.81
2020,10,30,26.06,31.49,21.34,13.2,16.42
2020,10,31,26.21,31.05,22.25,8.73,17.03
2020,11,1,25.83,29.6,22.91,8.11,17.33
2020,11,2,25.5,29.23,22.55,10.27,17.27
2020,11,3,25.61,30.11,21.64,10.66,17.46
2020,11,4,25.47,29.01,22.62,21.67,17.58
2020,11,5,24.82,28.77,21.81,17.48,17.4
2020,11,6,24.56,28,22.39,13.51,17.82
2020,11,7,24.6,28.45,22,4.44,17.7
2020,11,8,24.65,29.02,21.87,14.32,17.82
2020,11,9,24.44,27.78,22.3,8.51,17.88
2020,11,10,23.99,26.5,21.81,17.51,18.01
2020,11,11,24.15,27.43,21.41,14.84,17.52
2020,11,12,24.37,27.54,22.51,18.57,17.94
2020,11,13,24.75,28.79,22.08,10.37,17.76
2020,11,14,24.55,27.9,21.44,8.77,18.25
2020,11,15,24.7,27.45,22.93,7.1,18.49
2020,11,16,24.13,27.3,22.23,28.69,17.94
2020,11,17,23.73,26.65,21.93,11.14,17.64
2020,11,18,24.13,27.62,21.88,13.95,17.27
2020,11,19,24.12,28.52,20.9,2.74,16.54
2020,11,20,23.4,26.43,21.25,5.18,16.97
2020,11,21,23.26,26.3,21.08,6.46,16.97
2020,11,22,23.18,26.67,20.83,13.05,16.78
2020,11,23,23.36,26.54,21,1.81,16.54
2020,11,24,24.28,29.22,20.4,2.63,17.03
2020,11,25,24.4,28,22.25,5.82,17.76
2020,11,26,23.94,27.78,21.26,1.55,16.85
2020,11,27,24.02,28.4,19.27,13.68,15.75
2020,11,28,24.12,27.98,21.73,10.82,17.33
2020,11,29,23.77,27.81,21.28,1.19,16.78
2020,11,30,23.81,27.61,20.65,4.36,16.97
2020,12,1,23.27,25.4,22.05,15.68,17.33
2020,12,2,23.55,25.46,21.93,28.42,17.82
2020,12,3,24.58,28.15,22.21,33.46,18.01
2020,12,4,24.46,28.68,21.37,4.29,17.58
2020,12,5,24.64,28.52,22.15,1.81,18.01
2020,12,6,24.8,29.13,21.11,1.69,17.27
2020,12,7,24.8,28.96,22.23,5.17,17.58
2020,12,8,23.91,27.51,21.61,6.32,17.33
2020,12,9,23.83,27.48,21.11,4.31,17.27
2020,12,10,23.54,27.39,20.83,0.92,16.78
2020,12,11,23.11,27.44,20.32,0.55,16.17
2020,12,12,22.73,26.86,19.89,0.09,15.93
2020,12,13,22.57,27.15,19.16,0.03,15.2
2020,12,14,22.16,26.98,18.01,0.06,14.71
2020,12,15,22.87,27.56,18.31,1.26,15.99
2020,12,16,23.38,27.76,20.48,0.08,16.05
2020,12,17,23.4,28.03,20.3,1.28,15.93
2020,12,18,22.85,26.08,20.75,9.98,16.6
2020,12,19,22.73,25.35,20.61,23.7,16.85
2020,12,20,23.16,25.05,21.55,31.77,17.58
2020,12,21,23.04,24.43,21.89,41.62,17.58
2020,12,22,23.26,24.78,21.9,35.39,17.82
2020,12,23,22.94,24.73,21.65,11.98,17.58
2020,12,24,23.27,26.73,20.95,3.66,17.21
2020,12,25,22.58,26.48,20.25,0.64,15.87
2020,12,26,22.9,27.04,19.8,2.55,16.42
2020,12,27,23.59,27.34,21.17,31.84,17.52
2020,12,28,23.85,28.05,20.92,18.8,17.7
2020,12,29,23.73,27.88,20.76,2.91,17.4
2020,12,30,23.55,27.86,19.61,4.6,17.21
2020,12,31,23.71,26.55,21.33,24.11,17.64
2021,1,1,22.73,26.25,20.19,4.73,16.17
2021,1,2,23.12,26.36,20.47,3.67,17.15
2021,1,3,23.38,25.44,21.74,9.35,17.94
2021,1,4,23.24,25.24,21.23,22.29,17.76
2021,1,5,22.94,25.91,20.83,9.31,17.03
2021,1,6,23.9,27.39,21.15,4.81,17.21
2021,1,7,23.51,25.84,21.87,3.44,17.4
2021,1,8,23.86,27.14,21.48,4.59,17.58
2021,1,9,22.94,25.87,21.2,15.55,17.09
2021,1,10,22.2,24.17,20.58,15.54,16.6
2021,1,11,22.71,24.58,21.4,55.6,17.33
2021,1,12,23.43,25.67,21.94,13.06,17.94
2021,1,13,22.94,25.58,20.98,17.06,17.15
2021,1,14,23.49,26.97,20.85,11.61,17.58
2021,1,15,22.18,24.3,19.76,16.05,16.24
2021,1,16,22.35,24.6,19.66,3.11,16.91
2021,1,17,22.99,26.79,19.66,2.12,16.72
2021,1,18,23.01,26.41,20.83,4.76,17.03
2021,1,19,23.23,26.98,20.73,4.52,17.27
2021,1,20,24.19,28.15,21.48,7.77,17.94
2021,1,21,23.94,27.76,21.29,0.99,17.64
2021,1,22,23.27,27.14,20.48,0.54,16.78
2021,1,23,22.57,26.83,19.38,0.09,15.75
2021,1,24,21.74,26.52,18.05,0.02,14.95
2021,1,25,21.37,26.58,17.33,0,14.4
2021,1,26,20.92,25.94,16.46,0.05,13.67
2021,1,27,20.98,24.31,18.08,0.08,14.34
2021,1,28,22.33,26.3,18.49,3.54,15.62
2021,1,29,22.78,25.37,20.88,18.36,17.27
2021,1,30,22.65,25.7,20.2,4.76,16.78
2021,1,31,22.77,26.54,19.8,8.09,16.42
2021,2,1,22.92,25.73,20.79,7.18,16.78
2021,2,2,23.62,26.8,21.79,11.12,17.52
2021,2,3,23.05,26.47,20.98,5.06,16.66
2021,2,4,22.5,26.3,20.18,1.14,15.81
2021,2,5,22.34,25.83,19.56,6.42,15.99
2021,2,6,23.26,27.15,20.48,12.44,17.03
2021,2,7,23.51,26.99,21.24,2.91,17.15
2021,2,8,23.45,27.01,21.27,9.62,17.21
2021,2,9,21.74,25.84,17.96,0.4,14.83
2021,2,10,20.9,26.33,16.77,0,13.85
2021,2,11,21.05,26.33,16.33,0.07,13.98
2021,2,12,22.4,27.63,17.73,0.82,15.56
2021,2,13,23.52,28.63,19.75,1.49,16.72
2021,2,14,23.79,28.68,20.16,1.18,16.85
2021,2,15,23.7,28.53,20.23,0.54,16.78
2021,2,16,23.35,28.14,20.03,0.12,16.17
2021,2,17,22.85,27.9,19.36,0.06,15.69
2021,2,18,22.76,27.9,18.08,1.73,15.62
2021,2,19,23.8,28.08,20.68,3.33,17.03
2021,2,20,23.69,27.69,20.69,3.89,16.97
2021,2,21,23.69,27.76,21.25,6.88,16.72
2021,2,22,23.69,27.65,20.93,10.15,17.27
2021,2,23,23.37,27.49,20.55,1.64,16.6
2021,2,24,23.64,28.41,19.92,3.27,16.91
2021,2,25,23.75,28.79,20.03,0.3,16.66
2021,2,26,24.21,29.93,19.89,0.02,16.72
2021,2,27,24.8,30.41,20.72,0.02,16.97
2021,2,28,23.01,27.91,19.08,0,15.01
2021,3,1,21.95,27.32,18.1,0.1,14.22
2021,3,2,21.49,27.1,16.65,0.22,13.98
2021,3,3,21.75,26.98,17.35,1.44,14.22
2021,3,4,22.48,27.91,18.46,0.69,14.4
2021,3,5,22.88,27.43,18.35,6.65,15.99
2021,3,6,23.34,26.35,21.01,30.28,17.21
2021,3,7,23.77,27.06,21.48,11.44,17.64
2021,3,8,23.74,26.69,21.63,9.45,17.82
2021,3,9,23.71,28.58,19.94,0.62,16.36
2021,3,10,23.07,26.26,20.43,18.96,16.97
2021,3,11,23.29,26.63,20.98,10.5,16.72
2021,3,12,23.37,27.65,20.25,2,16.42
2021,3,13,23.73,28.33,19.8,1.64,16.91
2021,3,14,23.24,26.05,21.09,2.35,17.15
2021,3,15,23.77,28.5,20.12,0.05,16.54
2021,3,16,23.73,28.38,20.22,0.4,16.72
2021,3,17,23.59,28.04,20.12,1.6,16.85
2021,3,18,23.69,26.98,20.65,3.17,16.91
2021,3,19,23.09,25.97,20.36,2.99,16.11
2021,3,20,23.65,28.82,18.83,3.37,14.71
2021,3,21,24.49,28.98,20.65,4.31,16.42
2021,3,22,24.6,28.87,21.74,0.92,17.15
2021,3,23,24.22,27.7,21.69,1.23,17.58
2021,3,24,23.69,26.59,21.69,6.06,17.33
2021,3,25,22.99,26.54,20.25,4.95,15.38
2021,3,26,23.67,27.95,20.01,3.01,16.24
2021,3,27,23.01,26.33,20.56,5.24,16.24
2021,3,28,23.46,28.2,19.77,18.67,15.44
2021,3,29,24.86,29.69,20.24,4.4,15.93
2021,3,30,25.37,30.25,21.13,4.45,17.15
2021,3,31,26.05,31.77,21.06,1.06,17.21
2021,4,1,25.66,31.22,21.3,0.2,17.27
2021,4,2,26.43,32.22,21.61,0,16.78
2021,4,3,25.69,31.2,21.44,0.01,16.97
2021,4,4,25.83,30.76,20.93,0.04,15.99
2021,4,5,25.66,30.07,21.33,0.05,16.91
2021,4,6,24.69,28.99,21.43,0.1,17.03
2021,4,7,24.44,29.38,20.62,0.49,16.48
2021,4,8,25.21,30.28,21.21,1.14,16.66
2021,4,9,25.29,29.35,22.22,3.26,17.7
2021,4,10,25.1,28.65,22.63,5.19,17.21
2021,4,11,24.9,29.37,21.72,3.81,17.58
2021,4,12,25.19,30.01,21.65,3.82,16.66
2021,4,13,24.97,29.47,21.61,3.92,17.33
2021,4,14,24.94,28.75,21.93,7.59,17.33
2021,4,15,24.44,27.67,22.26,25.75,17.33
2021,4,16,24.28,28.23,22.1,9.88,17.52
2021,4,17,25.61,30.15,21.36,2.86,17.94
2021,4,18,24.72,26.94,22.71,4.74,18.68
2021,4,19,25.58,30.42,21.47,0.93,17.58
2021,4,20,26.05,31.38,21.35,1.37,17.4
2021,4,21,26.04,30.51,22.41,5.1,18.07
2021,4,22,26.19,29.85,23.35,5.2,18.55
2021,4,23,26.05,29.67,22.88,14.99,18.01
2021,4,24,25.76,30.13,22.64,1.95,17.33
2021,4,25,25.6,30.58,21.58,0.41,16.48
2021,4,26,25.5,29.37,22.2,3.31,18.68
2021,4,27,26.07,29.96,23.27,1.06,18.92
2021,4,28,25.76,29.33,23.3,10.26,19.1
2021,4,29,25.7,29.44,23.21,4.39,18.49
2021,4,30,26.21,30.52,22.83,4.39,18.19
2021,5,1,25.19,28.23,22.95,7.48,18.68
2021,5,2,25.33,29.55,22.45,5.88,17.88
2021,5,3,25.84,30.31,22.55,16.21,18.01
2021,5,4,25.39,29.78,22.62,12.59,18.19
2021,5,5,25.37,29.29,22.37,1.49,18.01
2021,5,6,25.4,29.43,22.59,5.29,18.31
2021,5,7,24.74,27.73,22.52,6.34,17.82
2021,5,8,25.08,28.77,21.78,1.94,17.7
2021,5,9,25.48,29.4,22.28,5.38,18.49
2021,5,10,25.56,28.69,23.04,10.76,19.1
2021,5,11,25.05,27.16,23.44,14.21,19.35
2021,5,12,26.19,30.27,22.87,4.72,19.1
2021,5,13,26.21,29.8,23.44,12.01,19.23
2021,5,14,25.46,29.48,22.74,28.6,18.07
2021,5,15,25.73,30.3,22.99,1.69,18.07
2021,5,16,25.98,29.65,22.75,5.58,18.25
2021,5,17,25.61,29.43,22.59,10.43,18.07
2021,5,18,26.4,30.56,22.94,3.18,18.07
2021,5,19,25.81,29.57,22.86,6.18,18.37
2021,5,20,24.97,28.97,22.68,10.03,17.88
2021,5,21,25.23,29.62,21.83,9.61,17.82
2021,5,22,25.29,28.52,22.97,7.21,18.8
2021,5,23,25.44,28.71,23.01,5.43,18.68
2021,5,24,25.51,28.81,23.59,18.92,18.98
2021,5,25,24.69,27,22.81,27.75,17.7
2021,5,26,24.51,27.97,22.65,4.24,16.3
2021,5,27,24.86,28.76,22.23,1.43,16.97
2021,5,28,24.91,29.01,22.12,1.49,17.27
2021,5,29,25.12,29.32,21.84,2.2,17.82
2021,5,30,25.62,30.03,22.48,0.94,18.01
2021,5,31,25.48,29.65,22.92,0.8,18.13
2021,6,1,26.04,30.92,22.54,0.34,18.13
2021,6,2,26.36,30.98,22.38,4.02,18.49
2021,6,3,26.14,30.62,23.47,28.07,18.98
2021,6,4,24.77,27.37,23.28,40.47,18.37
2021,6,5,24.48,27.23,22.48,4.18,17.94
2021,6,6,25.21,29.84,21.75,5.21,17.76
2021,6,7,24.79,28.58,21.73,3.71,17.88
2021,6,8,25.18,28.81,22.54,11.7,18.43
2021,6,9,24.55,29.3,21.3,5.33,16.6
2021,6,10,24.7,29.3,21.73,2.55,17.52
2021,6,11,24.77,29.91,21.13,0.6,17.21
2021,6,12,25.04,29.84,21.26,1.97,17.33
2021,6,13,24.75,28.73,21.96,7.01,17.58
2021,6,14,24.27,28.22,21.01,4.35,16.48
2021,6,15,24.65,28.72,21.63,0.15,17.21
2021,6,16,24.88,29.78,21.37,0.09,17.15
2021,6,17,24.76,29.09,21.71,0.19,17.27
2021,6,18,24.94,28.94,21.86,0.19,17.7
2021,6,19,25.22,29.43,21.98,0.16,17.46
2021,6,20,24.57,28.53,21.3,0.12,16.54
2021,6,21,25.3,30.06,21.07,0.8,17.58
2021,6,22,24.79,28.44,21.97,5.12,17.7
2021,6,23,24.44,29.02,21.59,2.8,16.85
2021,6,24,24.5,28.34,21.99,11.37,17.52
2021,6,25,24.65,29.19,21.91,0.8,17.03
2021,6,26,24.05,27.9,21.24,0.71,16.54
2021,6,27,24.55,29.03,21.62,4.35,16.78
2021,6,28,24.37,29.06,21.26,4.16,16.42
2021,6,29,24.62,29.26,20.69,1.23,17.4
2021,6,30,25.12,29.34,21.93,2.88,18.13
2021,7,1,24.55,28.1,22.22,6.5,17.88
2021,7,2,25.05,29.99,21.4,1.17,17.33
2021,7,3,25.03,29.05,22.47,3.27,18.55
2021,7,4,24.8,28.28,22.49,2.92,17.94
2021,7,5,25.38,29.29,21.8,14.09,17.27
2021,7,6,25.18,29.15,22.12,5.85,18.01
2021,7,7,25.12,29.24,22.53,3.93,18.01
2021,7,8,25.25,28.98,22.82,9.04,18.55
2021,7,9,24.91,28.65,22.73,16.82,18.25
2021,7,10,24.18,27.51,22.15,11.89,17.4
2021,7,11,24.4,28.54,21.82,1.25,16.36
2021,7,12,24.18,28.78,20.85,1.92,15.99
2021,7,13,24.1,28.52,21.04,1.47,16.11
2021,7,14,24.12,28.56,20.99,0.2,16.3
2021,7,15,25.1,29.92,21.28,1.12,16.36
2021,7,16,24.81,29.17,21.18,1.74,16.85
2021,7,17,25.77,29.91,22.05,4.21,17.58
2021,7,18,24.76,28.57,22.45,9.77,17.7
2021,7,19,24.85,29.54,22,2.68,17.4
2021,7,20,25.04,29.99,21.94,0.32,17.4
2021,7,21,24.85,29.38,22.12,0.42,16.97
2021,7,22,24.69,28.15,22.4,1.97,17.15
2021,7,23,24.46,28.24,22.48,4.33,16.66
2021,7,24,24.12,27.91,21.59,3.48,16.42
2021,7,25,24.15,27.85,21.69,6.98,17.09
2021,7,26,24.57,29.04,21.29,3.68,16.78
2021,7,27,25.32,30.23,22.59,4.56,17.58
2021,7,28,24.86,29.53,21.98,3.85,16.91
2021,7,29,25.23,30.57,21.89,2.41,16.6
2021,7,30,25.39,30.5,21.82,0.62,17.15
2021,7,31,25.08,29.52,21.92,0.06,16.91
2021,8,1,24.96,29.87,21.9,0.1,16.97
2021,8,2,25.05,30.05,21.82,0.14,16.54
2021,8,3,24.39,29.41,21.47,0.07,15.69
2021,8,4,25.37,30.71,21.84,0.77,16.72
2021,8,5,25.01,29.69,21.73,1.19,16.72
2021,8,6,25.22,29.7,22.51,2.71,17.15
2021,8,7,25.55,30.42,22.11,10.49,17.58
2021,8,8,24.92,29.34,22.08,7.85,17.03
2021,8,9,24.33,28.15,21.54,16.16,17.03
2021,8,10,24.03,27.77,21.74,4.31,16.48
2021,8,11,24.84,29.51,21.93,13.44,16.85
2021,8,12,24.58,28.79,21.69,11.38,16.72
2021,8,13,24.44,28.19,21.48,11.92,16.78
2021,8,14,24.56,29.31,21.41,1.57,16.6
2021,8,15,24.07,27.98,21.62,0.35,15.99
2021,8,16,24.29,29.09,21.34,1.25,15.75
2021,8,17,24.35,29.23,20.95,0.87,16.17
2021,8,18,23.4,27.56,20.52,1.33,14.65
2021,8,19,24.48,30.15,19.8,1.29,15.26
2021,8,20,25.9,31.15,21.56,2.9,16.97
2021,8,21,24.84,28.23,22.49,13.82,17.4
2021,8,22,24.4,27.69,21.9,18.75,17.27
2021,8,23,24.23,28.28,21.04,4.56,16.85
2021,8,24,24.05,29.01,20.03,2.3,16.36
2021,8,25,24.56,29.1,21.33,8.35,17.15
2021,8,26,24.75,29.13,21.97,8.55,17.4
2021,8,27,25.15,29.16,22.52,4.74,17.64
2021,8,28,24.73,29.15,22.08,5.47,16.85
2021,8,29,24.15,28.02,21.62,6.42,15.93
2021,8,30,24.44,29.52,21.51,2.13,16.36
2021,8,31,25.24,30.52,21.34,2.55,17.15
2021,9,1,25.24,29.78,21.82,7.12,17.46
2021,9,2,24.5,28.47,22.15,9.75,17.21
2021,9,3,24.3,28.69,21.38,3.71,16.85
2021,9,4,24.71,29.42,21.87,4.57,17.15
2021,9,5,25.44,30.3,22.11,8.94,17.88
2021,9,6,24.82,28.15,22.75,6.38,17.64
2021,9,7,24.85,29.48,22.15,3.83,17.27
2021,9,8,24.41,28.65,21.65,3.4,16.42
2021,9,9,25.07,30.24,21.48,1.65,16.72
2021,9,10,25.3,30.52,21.8,2.23,17.27
2021,9,11,24.71,28.94,21.87,2.15,17.03
2021,9,12,24.82,30.26,21.61,0.72,16.54
2021,9,13,25.22,30.72,21.93,1.99,17.4
2021,9,14,25.31,29.38,22.06,2.6,17.76
2021,9,15,25.57,29.94,22.8,3.36,18.43
2021,9,16,25.58,29.98,22.55,8.7,17.46
2021,9,17,25.43,30.2,22.37,7.57,17.4
2021,9,18,25.6,30.39,22.4,19.6,17.64
2021,9,19,25.72,30.2,22.33,8.28,18.19
2021,9,20,25.9,30.33,22.59,7.31,18.31
2021,9,21,25.19,29.26,22.56,4.27,17.58
2021,9,22,25.48,29.92,21.87,5.09,17.7
2021,9,23,25.07,28.94,22.19,9.89,17.58
2021,9,24,25.14,29.59,22.06,34.48,17.94
2021,9,25,25.18,29.86,22.16,10.11,17.52
2021,9,26,24.91,29.38,22.05,14.39,17.52
2021,9,27,23.85,27.48,21.87,7.67,16.54
2021,9,28,24.12,28.66,21.38,4.42,16.11
2021,9,29,24.87,30.01,20.98,3.76,16.6
2021,9,30,25,29.35,21.62,28.31,16.72
2021,10,1,24,26.94,21.4,32.36,16.3
2021,10,2,25.01,29.62,21.33,20.35,17.15
2021,10,3,25.31,30.07,21.09,7.6,17.58
2021,10,4,24.81,28.15,22.23,18.69,18.19
2021,10,5,24.31,27.82,21.86,22.63,18.19
2021,10,6,24.44,28.92,21.16,10.53,17.33
2021,10,7,24.69,28.62,22.05,3.28,17.76
2021,10,8,24.67,28.91,22.07,2.67,17.64
2021,10,9,24.8,29.87,21.56,3.7,17.15
2021,10,10,24.74,28.73,22.12,9.33,17.82
2021,10,11,24.01,27.92,21.5,9.24,16.78
2021,10,12,24.29,29.08,20.88,2.79,16.66
2021,10,13,24.57,29.58,21.23,0.36,16.91
2021,10,14,25,30,21.54,0.76,17.52
2021,10,15,24.88,28.7,22.23,1.13,17.94
2021,10,16,24.73,28.94,21.94,2.57,17.82
2021,10,17,24.31,27.73,22.07,1.33,17.33
2021,10,18,25,30.19,21.57,1.64,17.4
2021,10,19,25.07,29.79,20.55,4.98,16.78
2021,10,20,25.3,29.33,22.65,11.65,17.7
2021,10,21,25.26,29.2,22.02,11.88,18.13
2021,10,22,25.28,29.06,22.53,13.34,18.01
2021,10,23,24.45,28.63,21.37,12,16.97
2021,10,24,24.51,28.87,21.23,5.96,16.78
2021,10,25,24.45,28.78,21.05,5.37,16.78
2021,10,26,23.7,26.89,21.37,13.76,16.72
2021,10,27,24.15,28.33,20.75,9.68,16.54
2021,10,28,24.18,28.53,21.27,15.32,17.15
2021,10,29,23.73,26.92,21.55,20.79,17.4
2021,10,30,24.32,27.95,21.21,10.03,17.27
2021,10,31,24.58,27.55,22.69,10.54,18.86
2021,11,1,24.5,27.7,22.05,11.34,18.31
